id,text,url,epoch,media,retweetedTweet,retweetedTweetID,retweetedUserID,id_str,lang,rawContent,replyCount,retweetCount,likeCount,quoteCount,conversationId,conversationIdStr,hashtags,mentionedUsers,links,viewCount,quotedTweet,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id_str,location,cash_app_handle,user,date,_type
1801321015319896315,"@BidenHQ Thank you, PM Meloni, for shepherding our ""lost little POTUS"" back to the herd.
I'm so sorry you and Macron, etc., have to provide nursing care Biden
This is REALLY not in your job description.",https://twitter.com/jeannieCsylvia/status/1801321015319896315,1718303371,[],False,,,1801321015319896315,en,"@BidenHQ Thank you, PM Meloni, for shepherding our ""lost little POTUS"" back to the herd.
I'm so sorry you and Macron, etc., have to provide nursing care Biden
This is REALLY not in your job description.",0,0,0.0,0.0,1.8012927208809472e+18,1.8012927208809472e+18,[],[],[],"{'count': '11', 'state': 'EnabledWithCount'}",False,KamalaHQ,1.8012927208809472e+18,3315264553.0,,,"{'id': 1595045671324844033, 'id_str': '1595045671324844033', 'url': 'https://twitter.com/Jeannie Sylvia', 'username': 'Jeannie Sylvia', 'rawDescription': '', 'created': datetime.datetime(2022, 11, 22, 13, 25, 16, tzinfo=datetime.timezone.utc), 'followersCount': 216, 'friendsCount': 366, 'statusesCount': 4166, 'favouritesCount': 9818, 'listedCount': 0, 'mediaCount': 161, 'location': 'Norfolk, VA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1595046462441885698/HyNmRZq9_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321014204178511,@MuskUniverseUsa 9,https://twitter.com/ConservativeRTJ/status/1801321014204178511,1718303371,[],False,,,1801321014204178511,und,@MuskUniverseUsa 9,0,0,0.0,0.0,1.8012518212034033e+18,1.8012518212034033e+18,[],"[{'id_str': '1711997156310355968', 'name': 'Elon Musk (Parody)', 'screen_name': 'MuskUniverseUsa', 'indices': [0, 16]}]",[],"{'count': '2', 'state': 'EnabledWithCount'}",False,MuskUniverseUsa,1.8012518212034033e+18,1.711997156310356e+18,,,"{'id': 1524051593498435587, 'id_str': '1524051593498435587', 'url': 'https://twitter.com/Booker RT J', 'username': 'Booker RT J', 'rawDescription': '', 'created': datetime.datetime(2022, 5, 10, 15, 40, 47, tzinfo=datetime.timezone.utc), 'followersCount': 101, 'friendsCount': 131, 'statusesCount': 55, 'favouritesCount': 2093, 'listedCount': 0, 'mediaCount': 0, 'location': 'Illinois, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1526979312112619520/7_G8vEhf_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321014040686814,"@BidenHQ Lmfao. Biden has fallen down 17 times this year. You’re finding the one video where it was raining and he was wearing dress shoes down a metal ramp 😂😂😂 you guy have nothing on him.  
Go find the cheer he got from those young cadets.  It was deafening",https://twitter.com/CostaGlaropoulo/status/1801321014040686814,1718303371,[],False,,,1801321014040686814,en,"@BidenHQ Lmfao. Biden has fallen down 17 times this year. You’re finding the one video where it was raining and he was wearing dress shoes down a metal ramp 😂😂😂 you guy have nothing on him.  
Go find the cheer he got from those young cadets.  It was deafening",0,0,0.0,0.0,1.8012927208809472e+18,1.8012927208809472e+18,[],[],[],"{'count': '26', 'state': 'EnabledWithCount'}",False,KamalaHQ,1.8012927208809472e+18,3315264553.0,,,"{'id': 1518708043902562304, 'id_str': '1518708043902562304', 'url': 'https://twitter.com/Costa G', 'username': 'Costa G', 'rawDescription': 'I am a Son, a Husband, a Dad, a business owner and a Lover of The USA. 🇺🇸 Bring it Back from these Liberals', 'created': datetime.datetime(2022, 4, 25, 21, 46, 53, tzinfo=datetime.timezone.utc), 'followersCount': 1770, 'friendsCount': 1433, 'statusesCount': 27648, 'favouritesCount': 8663, 'listedCount': 29, 'mediaCount': 14458, 'location': 'Mansfield, MA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1809757878393401346/PjpQBI1__normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321012941729889,"@TrumpDailyPosts Just remember to be EXTRA CAREFUL, Mr. President:

Julius Caesar was attacked by political allies, some of whom FEIGNED ""friendship"" and ""undying support""!

If Washington DC has taught you ANYTHING, it's that you CANNOT TRUST ANYBODY, there!

MAGA  🇺🇸  💪  ♥️",https://twitter.com/PaulaDuvall2/status/1801321012941729889,1718303371,[],False,,,1801321012941729889,en,"@TrumpDailyPosts Just remember to be EXTRA CAREFUL, Mr. President:

Julius Caesar was attacked by political allies, some of whom FEIGNED ""friendship"" and ""undying support""!

If Washington DC has taught you ANYTHING, it's that you CANNOT TRUST ANYBODY, there!

MAGA  🇺🇸  💪  ♥️",0,0,1.0,0.0,1.801317286382551e+18,1.801317286382551e+18,[],"[{'id_str': '1686901686185721857', 'name': 'Donald J. Trump Posts From His Truth Social', 'screen_name': 'TrumpDailyPosts', 'indices': [0, 16]}]",[],"{'count': '79', 'state': 'EnabledWithCount'}",False,TrumpDailyPosts,1.801317286382551e+18,1.686901686185722e+18,,,"{'id': 896400632, 'id_str': '896400632', 'url': 'https://twitter.com/Paula Duvall', 'username': 'Paula Duvall', 'rawDescription': ""No DM's."", 'created': datetime.datetime(2012, 10, 22, 0, 7, 59, tzinfo=datetime.timezone.utc), 'followersCount': 8548, 'friendsCount': 7119, 'statusesCount': 272598, 'favouritesCount': 40244, 'listedCount': 97, 'mediaCount': 350, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1693759202437861376/9D6MhVff_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321012736221676,"@gem_insider Maybe I go for the two lowest caps
GROK &amp; MAGA

For what it's worth",https://twitter.com/Exploits_99/status/1801321012736221676,1718303371,[],False,,,1801321012736221676,en,"@gem_insider Maybe I go for the two lowest caps
GROK &amp; MAGA

For what it's worth",0,0,0.0,0.0,1.8013135918592865e+18,1.8013135918592865e+18,[],"[{'id_str': '1120219427277025280', 'name': '💎GEM INSIDER💎', 'screen_name': 'gem_insider', 'indices': [0, 12]}]",[],"{'count': '40', 'state': 'EnabledWithCount'}",False,gem_insider,1.8013135918592865e+18,1.1202194272770252e+18,,,"{'id': 802657177, 'id_str': '802657177', 'url': 'https://twitter.com/Whina', 'username': 'Whina', 'rawDescription': 'Designer @chainpeak\nAmbassador @ThreadFiOrg\nGem Hunter | Alpha Caller | 100x 🚀', 'created': datetime.datetime(2012, 9, 4, 15, 37, 19, tzinfo=datetime.timezone.utc), 'followersCount': 449, 'friendsCount': 702, 'statusesCount': 4831, 'favouritesCount': 5163, 'listedCount': 3, 'mediaCount': 393, 'location': 'Remote', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1829211544497848320/05Ahm9rx_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321012157681924,@caliucconserv @rttn_tl Good,https://twitter.com/MagaMama1776/status/1801321012157681924,1718303370,[],False,,,1801321012157681924,en,@caliucconserv @rttn_tl Good,0,0,1.0,0.0,1.8011274463409316e+18,1.8011274463409316e+18,[],"[{'id_str': '1704277567170375680', 'name': 'Erik-Conservative In Cali 𝕏', 'screen_name': 'caliucconserv', 'indices': [0, 14]}, {'id_str': '1757908189566414848', 'name': 'TL Rttn', 'screen_name': 'rttn_tl', 'indices': [15, 23]}]",[],"{'count': '7', 'state': 'EnabledWithCount'}",False,caliucconserv,1.8011274463409316e+18,1.7042775671703757e+18,,,"{'id': 1766085722006532096, 'id_str': '1766085722006532096', 'url': 'https://twitter.com/MAGA MAMA', 'username': 'MAGA MAMA', 'rawDescription': '1A/2A 🇺🇸 Patriot. Save the Republic and Save the Children. Memer Account #2. NCSWIC', 'created': datetime.datetime(2024, 3, 8, 12, 57, 53, tzinfo=datetime.timezone.utc), 'followersCount': 1611, 'friendsCount': 1133, 'statusesCount': 2773, 'favouritesCount': 3963, 'listedCount': 6, 'mediaCount': 1002, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1796192195575193602/p4mR2P5N_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321011251712360,@nytimes Translation: Ron DeSantis is so focused on culture war issues that his state is now uninsurable and lacks infrastructure.,https://twitter.com/TeachAllAmerica/status/1801321011251712360,1718303370,[],False,,,1801321011251712360,en,@nytimes Translation: Ron DeSantis is so focused on culture war issues that his state is now uninsurable and lacks infrastructure.,0,0,1.0,0.0,1.8013082327799726e+18,1.8013082327799726e+18,[],"[{'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'indices': [0, 8]}]",[],"{'count': '38', 'state': 'EnabledWithCount'}",False,nytimes,1.8013082327799726e+18,807095.0,,,"{'id': 569720894, 'id_str': '569720894', 'url': 'https://twitter.com/Matthew: Labor Gay', 'username': 'Matthew: Labor Gay', 'rawDescription': 'A son of California (Go Bears!)/public high school teacher/scholar of the medieval, literary, Renaissance-ical/Catholic/political 🇺🇸🏳️\u200d🌈🇮🇹🇮🇪', 'created': datetime.datetime(2012, 5, 3, 5, 55, 10, tzinfo=datetime.timezone.utc), 'followersCount': 13436, 'friendsCount': 2313, 'statusesCount': 119762, 'favouritesCount': 93453, 'listedCount': 18, 'mediaCount': 6066, 'location': 'San Francisco, California', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1797852704573976576/ILkMm2Zs_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321010051829820,"@dnuggey @saras76 @JoeBiden Oh of course. We'll just have to see how it plays out. I'm certain that Joe ""the Big Guy"" Biden has done some illegal stuff. Just have to get 4/12 jurors to agree that he did *SOMETHING* wrong, and he's gone. But he's a well meaning elderly man who can't stand trial.",https://twitter.com/Sh3llBreaker/status/1801321010051829820,1718303370,[],False,,,1801321010051829820,en,"@dnuggey @saras76 @JoeBiden Oh of course. We'll just have to see how it plays out. I'm certain that Joe ""the Big Guy"" Biden has done some illegal stuff. Just have to get 4/12 jurors to agree that he did *SOMETHING* wrong, and he's gone. But he's a well meaning elderly man who can't stand trial.",1,0,0.0,0.0,1.8001887760749243e+18,1.8001887760749243e+18,[],"[{'id_str': '1282124792481689606', 'name': 'luke ⛏️', 'screen_name': 'dnuggey', 'indices': [0, 8]}, {'id_str': '187271788', 'name': 'Sara Rose 🇺🇸🌹', 'screen_name': 'saras76', 'indices': [9, 17]}, {'id_str': '939091', 'name': 'Joe Biden', 'screen_name': 'JoeBiden', 'indices': [18, 27]}]",[],"{'count': '28', 'state': 'EnabledWithCount'}",False,dnuggey,1.8013178237732987e+18,1.2821247924816896e+18,,,"{'id': 1682019672646926336, 'id_str': '1682019672646926336', 'url': 'https://twitter.com/D T', 'username': 'D T', 'rawDescription': '', 'created': datetime.datetime(2023, 7, 20, 13, 28, 58, tzinfo=datetime.timezone.utc), 'followersCount': 24, 'friendsCount': 12, 'statusesCount': 736, 'favouritesCount': 378, 'listedCount': 0, 'mediaCount': 21, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1682019773910056966/Bw7UANbI_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321008655171839,"biden arkasındaki hindu yahudi garıya bakın siz
bidenın vize presidenti
o yönetiyor USraeli 🇺🇸🇮🇱🏳️‍🌈🏴󠁧󠁢󠁥󠁮󠁧󠁿🐖🤮🤮",https://twitter.com/Kurt_Dogan_/status/1801321008655171839,1718303370,[],False,,,1801321008655171839,tr,"biden arkasındaki hindu yahudi garıya bakın siz
bidenın vize presidenti
o yönetiyor USraeli 🇺🇸🇮🇱🏳️‍🌈🏴󠁧󠁢󠁥󠁮󠁧󠁿🐖🤮🤮",0,0,1.0,0.0,1.8013210086551718e+18,1.8013210086551718e+18,[],[],[],"{'count': '8', 'state': 'EnabledWithCount'}",True,,,,,,"{'id': 1403531929388003331, 'id_str': '1403531929388003331', 'url': 'https://twitter.com/Kurt Doğan', 'username': 'Kurt Doğan', 'rawDescription': 'بِسْــــــــــــــــــــــمِ ﷲِ الرَّحْمَنِ الرَّحِيم\nİnneddine indallahil İslâm\nAllah katında tek din İslâmdır.', 'created': datetime.datetime(2021, 6, 12, 1, 58, tzinfo=datetime.timezone.utc), 'followersCount': 2285, 'friendsCount': 3087, 'statusesCount': 17543, 'favouritesCount': 31085, 'listedCount': 0, 'mediaCount': 1644, 'location': 'Osmanistan-Osmanland', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1810816085748330496/mv89rrwY_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
1801321006193107182,Joe Biden awkwardly stumbles into pole and doesn't shake President Lula'... https://t.co/l5iokyiATA via @YouTube,https://twitter.com/yachts60/status/1801321006193107182,1718303369,[],False,,,1801321006193107182,en,Joe Biden awkwardly stumbles into pole and doesn't shake President Lula'... https://t.co/l5iokyiATA via @YouTube,0,1,0.0,0.0,1.8013210061931072e+18,1.8013210061931072e+18,[],"[{'id_str': '10228272', 'name': 'YouTube', 'screen_name': 'YouTube', 'indices': [104, 112]}]","[{'display_url': 'youtu.be/Ab2PDGoKgIQ?si…', 'expanded_url': 'https://youtu.be/Ab2PDGoKgIQ?si=lpIm6MRnvqflEjGg', 'url': 'https://t.co/l5iokyiATA', 'indices': [76, 99]}]","{'count': '23', 'state': 'EnabledWithCount'}",False,,,,,,"{'id': 1143615414, 'id_str': '1143615414', 'url': 'https://twitter.com/VETERAN/ BOATER', 'username': 'VETERAN/ BOATER', 'rawDescription': 'Proud American . Vietnam VETERAN,father, grandfather and supporter of the constitution.', 'created': datetime.datetime(2013, 2, 2, 22, 59, 6, tzinfo=datetime.timezone.utc), 'followersCount': 8770, 'friendsCount': 8532, 'statusesCount': 62251, 'favouritesCount': 77418, 'listedCount': 2, 'mediaCount': 2184, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1812542348447920128/AxSY9HwN_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,
